Random games won/total: 1/1.0, win %: 100.0%, last score: 1.0
Random games won/total: 1/2.0, win %: 50.0%, last score: -1
Random games won/total: 1/3.0, win %: 33.33%, last score: -1
Random games won/total: 1/4.0, win %: 25.0%, last score: -1
Random games won/total: 1/5.0, win %: 20.0%, last score: -1
Random games won/total: 1/6.0, win %: 16.67%, last score: -1
Random games won/total: 1/7.0, win %: 14.29%, last score: -1
Random games won/total: 1/8.0, win %: 12.5%, last score: -1
Random games won/total: 1/9.0, win %: 11.11%, last score: -1
Random games won/total: 2/10.0, win %: 20.0%, last score: 1.0
Random games won/total: 3/11.0, win %: 27.27%, last score: 1.0
Random games won/total: 3/12.0, win %: 25.0%, last score: -1
Random games won/total: 3/13.0, win %: 23.08%, last score: -1
Random games won/total: 3/14.0, win %: 21.43%, last score: -1
Random games won/total: 3/15.0, win %: 20.0%, last score: -1
Random games won/total: 4/16.0, win %: 25.0%, last score: 1.0
Random games won/total: 4/17.0, win %: 23.53%, last score: -1
Random games won/total: 5/18.0, win %: 27.78%, last score: 1.0
Random games won/total: 6/19.0, win %: 31.58%, last score: 1.0
Random games won/total: 7/20.0, win %: 35.0%, last score: 1.0
Random games won/total: 7/21.0, win %: 33.33%, last score: -1
Random games won/total: 8/22.0, win %: 36.36%, last score: 1.0
Random games won/total: 8/23.0, win %: 34.78%, last score: -1
Random games won/total: 9/24.0, win %: 37.5%, last score: 1.0
Random games won/total: 9/25.0, win %: 36.0%, last score: -1
Random games won/total: 10/26.0, win %: 38.46%, last score: 1.0
Random games won/total: 10/27.0, win %: 37.04%, last score: -1
Random games won/total: 11/28.0, win %: 39.29%, last score: 1.0
Random games won/total: 12/29.0, win %: 41.38%, last score: 1.0
Random games won/total: 13/30.0, win %: 43.33%, last score: 1.0
Trained episode: 2520, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2664
Trained episode: 2521, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2665
Trained episode: 2522, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2666
Trained episode: 2523, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2667
Trained episode: 2524, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2668
Trained episode: 2525, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2669
Trained episode: 2526, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2670
Trained episode: 2527, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2671
Trained episode: 2528, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2672
Trained episode: 2529, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2673
Trained episode: 2530, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2674
Trained episode: 2531, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2675
Trained episode: 2532, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2676
Trained episode: 2533, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2677
Trained episode: 2534, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2678
Trained episode: 2535, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2679
Trained episode: 2536, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2680
Trained episode: 2537, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2681
Trained episode: 2538, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2682
Trained episode: 2539, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2683
Trained episode: 2540, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2685
Trained episode: 2541, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2686
Trained episode: 2542, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2687
Trained episode: 2543, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2688
Trained episode: 2544, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2689
Trained episode: 2545, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2690
Trained episode: 2546, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2691
Trained episode: 2547, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2692
Trained episode: 2548, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2693
Trained episode: 2549, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2694
Trained episode: 2550, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2695
Trained episode: 2551, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2696
Trained episode: 2552, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2697
Trained episode: 2553, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2698
Trained episode: 2554, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2699
Trained episode: 2555, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2700
Trained episode: 2556, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2701
Trained episode: 2557, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2702
Trained episode: 2558, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2703
Trained episode: 2559, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2704
Trained episode: 2560, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2705
Trained episode: 2561, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2706
Trained episode: 2562, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2707
Trained episode: 2563, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2708
Trained episode: 2564, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2709
Trained episode: 2565, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2710
Trained episode: 2566, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2711
Trained episode: 2567, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2712
Trained episode: 2568, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2714
Trained episode: 2569, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2715
Trained episode: 2570, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2716
Trained episode: 2571, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2717
Trained episode: 2572, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2718
Trained episode: 2573, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2719
Trained episode: 2574, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2720
Trained episode: 2575, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2721
Trained episode: 2576, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2722
Trained episode: 2577, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2723
Trained episode: 2578, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2724
Trained episode: 2579, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2725
Trained episode: 2580, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2726
Trained episode: 2581, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2727
Trained episode: 2582, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2728
Trained episode: 2583, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2729
Trained episode: 2584, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2730
Trained episode: 2585, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2731
Trained episode: 2586, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2732
Trained episode: 2587, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2733
Trained episode: 2588, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2734
Trained episode: 2589, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2735
Trained episode: 2590, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2736
Trained episode: 2591, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2737
Trained episode: 2592, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2738
Trained episode: 2593, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2739
Trained episode: 2594, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2740
Trained episode: 2595, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2741
Trained episode: 2596, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2742
Trained episode: 2597, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2743
Trained episode: 2598, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2744
Trained episode: 2599, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2745
Trained episode: 2600, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2746
Trained episode: 2601, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2747
Trained episode: 2602, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2748
Trained episode: 2603, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2749
Trained episode: 2604, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2750
Trained episode: 2605, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2751
Trained episode: 2606, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2752
Trained episode: 2607, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2753
Trained episode: 2608, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2754
Trained episode: 2609, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2755
Trained episode: 2610, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2756
Trained episode: 2611, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2757
Trained episode: 2612, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2758
Trained episode: 2613, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2759
Trained episode: 2614, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2760
Trained episode: 2615, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2761
Trained episode: 2616, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2762
Trained episode: 2617, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2763
Trained episode: 2618, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2764
Trained episode: 2619, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2765
Trained episode: 2620, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2766
Trained episode: 2621, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2767
Trained episode: 2622, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2768
Trained episode: 2623, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2770
Trained episode: 2624, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2771
Trained episode: 2625, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2772
Trained episode: 2626, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2773
Trained episode: 2627, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2774
Trained episode: 2628, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2775
Trained episode: 2629, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2776
Trained episode: 2630, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2777
Trained episode: 2631, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2778
Trained episode: 2632, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2779
Trained episode: 2633, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2780
Trained episode: 2634, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2781
Trained episode: 2635, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2782
Trained episode: 2636, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2783
Trained episode: 2637, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2784
Trained episode: 2638, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2785
Trained episode: 2639, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2786
Trained episode: 2640, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2787
Trained episode: 2641, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2788
Trained episode: 2642, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2789
Trained episode: 2643, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2790
Trained episode: 2644, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2791
Trained episode: 2645, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2793
Trained episode: 2646, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2794
Trained episode: 2647, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2795
Trained episode: 2648, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2796
Trained episode: 2649, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2797
Trained episode: 2650, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2798
Trained episode: 2651, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2799
Trained episode: 2652, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2800
Trained episode: 2653, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2801
Trained episode: 2654, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2802
Trained episode: 2655, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2803
Trained episode: 2656, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2804
Trained episode: 2657, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2805
Trained episode: 2658, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2807
Trained episode: 2659, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2808
Trained episode: 2660, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2809
Trained episode: 2661, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2810
Trained episode: 2662, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2811
Trained episode: 2663, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2812
Trained episode: 2664, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2814
Trained episode: 2665, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2815
Trained episode: 2666, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2816
Trained episode: 2667, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2818
Trained episode: 2668, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2819
Trained episode: 2669, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2820
Trained episode: 2670, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2821
Trained episode: 2671, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2822
Trained episode: 2672, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2823
Trained episode: 2673, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2824
Trained episode: 2674, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2825
Trained episode: 2675, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2827
Trained episode: 2676, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2828
Trained episode: 2677, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2829
Trained episode: 2678, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2830
Trained episode: 2679, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2831
Trained episode: 2680, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2832
Trained episode: 2681, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2833
Trained episode: 2682, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2834
Trained episode: 2683, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2835
Trained episode: 2684, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2836
Trained episode: 2685, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2838
Trained episode: 2686, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2839
Trained episode: 2687, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2840
Trained episode: 2688, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2841
Trained episode: 2689, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2842
Trained episode: 2690, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2843
Trained episode: 2691, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2844
Trained episode: 2692, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2845
Trained episode: 2693, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2846
Trained episode: 2694, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2847
Trained episode: 2695, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2848
Trained episode: 2696, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2849
Trained episode: 2697, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2850
Trained episode: 2698, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2851
Trained episode: 2699, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2852
Trained episode: 2700, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2853
Trained episode: 2701, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2854
Trained episode: 2702, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2856
Trained episode: 2703, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2857
Trained episode: 2704, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2858
